6.73656,75.7579,6.64186,76.377,6.54461,77.0461,6.44583,77.7316,6.35109,78.4554,6.25015,79.1764,6.14431,79.8978,6.02736,80.6094,5.89958,81.3982,5.7554,82.2271,5.60555,83.0702,5.43808,83.9649,5.26393,84.8546,5.07545,85.7835,
7.99603,64.7616,7.90153,65.4391,7.80566,66.1805,7.70832,66.9471,7.615,67.7483,7.51573,68.5693,7.41115,69.4066,7.29508,70.2655,7.16674,71.2146,7.02398,72.2732,6.87344,73.3593,6.70076,74.5126,6.51876,75.6805,6.32043,76.9361,
9.26746,55.1229,9.17482,55.8024,9.08152,56.5468,8.98661,57.3188,8.89379,58.109,8.79536,58.9306,8.69239,59.7837,8.57854,60.6812,8.4554,61.7036,8.31938,62.8656,8.17371,64.0662,8.00383,65.363,7.82555,66.7209,7.62542,68.1672,
10.5181,46.7716,10.4262,47.4086,10.333,48.1005,10.2392,48.8251,10.149,49.574,10.0548,50.366,9.9553,51.1886,9.84475,52.062,9.72646,53.0648,9.59656,54.2142,9.45913,55.4289,9.29703,56.7615,9.12764,58.181,8.93559,59.7187,
11.7553,39.6829,11.6641,40.2627,11.5722,40.8944,11.4806,41.5589,11.3925,42.2447,11.2992,42.9669,11.2028,43.7288,11.0942,44.5382,10.9796,45.4738,10.8558,46.5567,10.7232,47.7014,10.5716,48.9974,10.4148,50.3959,10.2338,51.9213,
12.9772,33.7018,12.8879,34.2244,12.7975,34.7916,12.7083,35.3904,12.6227,36.0089,12.5313,36.6592,12.4342,37.3389,12.3275,38.0728,12.2178,38.9286,12.1012,39.9254,11.9749,40.9808,11.833,42.1917,11.6863,43.5034,11.5173,44.9535,
14.1675,28.6396,14.0804,29.1053,13.9924,29.6105,13.9079,30.1485,13.8267,30.7029,13.7371,31.2814,13.6426,31.8893,13.5391,32.5487,13.4335,33.3173,13.3215,34.2121,13.2036,35.1728,13.0698,36.2749,12.9333,37.4767,12.7802,38.8286,
15.369,24.4144,15.2832,24.8256,15.1967,25.2713,15.1139,25.7459,15.0354,26.2363,14.9496,26.7513,14.8586,27.2931,14.7552,27.8749,14.6538,28.5598,14.5456,29.3551,14.4335,30.2143,14.3092,31.209,14.1792,32.2871,14.0334,33.5045,
16.5322,20.848,16.4479,21.2093,16.3644,21.6027,16.2848,22.0213,16.2089,22.4529,16.125,22.906,16.0358,23.3827,15.9364,23.8997,15.8357,24.5005,15.7337,25.2066,15.6262,25.9671,15.5062,26.8473,15.3801,27.8015,15.2384,28.881,
17.7014,17.8335,17.6157,18.1473,17.5336,18.4918,17.4536,18.8557,17.3793,19.233,17.2959,19.6286,17.2073,20.0454,17.1103,20.5002,17.012,21.0277,16.9153,21.6502,16.8145,22.323,16.6987,23.098,16.5779,23.9406,16.4486,24.9057,
18.7955,15.237,18.7137,15.5128,18.6328,15.8126,18.5527,16.1281,18.4812,16.4574,18.4037,16.8062,18.3172,17.1703,18.2242,17.5698,18.1301,18.0323,18.0366,18.576,17.939,19.1638,17.8292,19.8445,17.7118,20.582,17.5909,21.4326,
19.8634,13.035,19.7903,13.2799,19.7137,13.5427,19.6347,13.8169,19.5638,14.1025,19.4891,14.4068,19.4055,14.725,19.3189,15.0768,19.2285,15.4813,19.1367,15.9542,19.0402,16.4652,18.935,17.0602,18.8265,17.7094,18.711,18.4542,
20.9213,11.173,20.8492,11.3855,20.7726,11.6131,20.6955,11.8518,20.6272,12.1005,20.5533,12.3645,20.4734,12.6427,20.3869,12.9479,20.2966,13.2986,20.2045,13.7081,20.1132,14.1546,20.0095,14.6716,19.9068,15.239,19.7942,15.8876,
21.9456,9.57638,21.8753,9.76095,21.8007,9.95869,21.7233,10.1651,21.6602,10.3825,21.588,10.6117,21.51,10.8534,21.432,11.1221,21.3444,11.4273,21.2574,11.7846,21.1717,12.1744,21.0717,12.6245,20.9763,13.1208,20.8627,13.6825,
22.9236,8.21296,22.8569,8.37369,22.7833,8.54499,22.7094,8.72474,22.6469,8.91271,22.5828,9.11401,22.5062,9.32376,22.4278,9.55592,22.3437,9.82147,22.2589,10.1314,22.1793,10.4714,22.079,10.8607,21.9882,11.2923,21.8807,11.782,

8.75505,65.3411,8.66102,66.0968,8.56399,66.9085,8.46592,67.7534,8.36937,68.6129,8.26553,69.4887,8.15594,70.3839,8.02951,71.2665,7.88405,72.1908,7.7222,73.2183,7.54783,74.2314,7.34753,75.289,7.1395,76.3785,6.91005,77.5084,
11.3074,52.8411,11.2158,53.5949,11.1216,54.4069,11.027,55.2582,10.9341,56.1281,10.833,57.0261,10.7239,57.9472,10.597,58.893,10.4529,59.9309,10.2889,61.0841,10.1071,62.2405,9.89538,63.4899,9.67286,64.7949,9.42041,66.1638,
13.9966,42.5976,13.9077,43.2815,13.8165,44.0187,13.7271,44.7995,13.6375,45.5914,13.5419,46.4259,13.4386,47.2922,13.3171,48.1994,13.1818,49.2201,13.0286,50.3748,12.8591,51.5719,12.6524,52.8687,12.433,54.2396,12.1804,55.7141,
16.7896,34.349,16.7041,34.9447,16.6156,35.585,16.5308,36.2658,16.446,36.959,16.3555,37.6924,16.2584,38.4614,16.1472,39.2864,16.0237,40.22,15.8826,41.2808,15.7277,42.4013,15.5376,43.6438,15.3336,44.9671,15.0902,46.3992,
19.627,27.7191,19.5466,28.2281,19.4647,28.7774,19.384,29.3561,19.3031,29.946,19.2191,30.5756,19.1258,31.2332,19.0222,31.9489,18.9104,32.7665,18.7818,33.6988,18.6394,34.6893,18.4705,35.8151,18.2868,37.0203,18.0583,38.3304,
22.4507,22.4147,22.3729,22.8407,22.2959,23.3027,22.2208,23.7899,22.1457,24.2872,22.0668,24.8175,21.9804,25.3752,21.8839,25.9835,21.7805,26.6794,21.6646,27.4792,21.5431,28.3432,21.3957,29.3287,21.2312,30.3846,21.0251,31.5487,
25.188,18.1288,25.1216,18.4887,25.0478,18.8722,24.9782,19.2781,24.9093,19.6935,24.8393,20.1387,24.7578,20.6044,24.6689,21.1151,24.5747,21.7004,24.4649,22.3701,24.3562,23.1006,24.2218,23.9356,24.0739,24.8369,23.8917,25.8441,
27.9024,14.7209,27.841,15.0196,27.7741,15.3394,27.7101,15.6769,27.6461,16.0218,27.578,16.3897,27.4994,16.7759,27.419,17.2033,27.3276,17.6888,27.227,18.2491,27.1312,18.8625,27.0144,19.5682,26.8782,20.3267,26.7172,21.1847,
30.5526,11.9728,30.4944,12.2194,30.4306,12.4835,30.3668,12.7607,30.3089,13.0468,30.2462,13.3516,30.1769,13.6739,30.1059,14.0303,30.0169,14.4317,29.9283,14.8998,29.837,15.4078,29.7294,15.9955,29.5998,16.6269,29.4595,17.3506,
33.035,9.73389,32.9828,9.93762,32.9305,10.1575,32.8686,10.3854,32.8177,10.622,32.7609,10.8738,32.6971,11.1402,32.6302,11.4341,32.5514,11.7675,32.4702,12.1548,32.3845,12.5744,32.28,13.0589,32.1557,13.5814,32.0251,14.1821,
35.4916,7.95116,35.4434,8.11939,35.3897,8.29964,35.333,8.48819,35.289,8.68419,35.2372,8.89245,35.1781,9.11273,35.1172,9.35607,35.0442,9.6322,34.9724,9.95363,34.9013,10.3035,34.8024,10.7047,34.6854,11.1385,34.5684,11.6392,
