8.18434,56.5771,8.08709,57.1566,7.98893,57.814,7.89008,58.4899,7.79148,59.1775,7.68849,59.8855,7.57763,60.5778,7.4547,61.3117,7.30986,62.0421,7.15134,62.8235,6.98621,63.6571,6.80792,64.5822,6.61507,65.5043,6.40742,66.5335,
9.74668,45.4124,9.64806,45.9595,9.5481,46.5717,9.44845,47.2086,9.35,47.864,9.24765,48.5482,9.13593,49.2258,9.01221,49.958,8.864,50.7069,8.70699,51.5541,8.53946,52.4441,8.35768,53.4373,8.15568,54.4323,7.93403,55.528,
11.1546,36.6553,11.0566,37.1469,10.9564,37.6909,10.8557,38.2545,10.7555,38.8325,10.6534,39.4452,10.5413,40.0589,10.4177,40.7295,10.2715,41.4414,10.1186,42.2552,9.95546,43.1213,9.77643,44.0864,9.57568,45.0745,9.35309,46.1677,
12.4604,29.8023,12.3598,30.2236,12.2617,30.7012,12.1598,31.188,12.0593,31.6898,11.9567,32.222,11.8428,32.7564,11.7203,33.3512,11.5744,33.9888,11.4256,34.7276,11.2705,35.5312,11.0994,36.4301,10.9024,37.3525,10.6808,38.3727,
13.6059,24.4402,13.5039,24.8002,13.4062,25.2098,13.3046,25.6284,13.2038,26.0589,13.1027,26.5193,12.9888,26.9817,12.8676,27.5,12.7228,28.0596,12.5789,28.7142,12.4315,29.434,12.2681,30.2411,12.0756,31.0716,11.8564,31.9913,
14.6622,20.1349,14.5617,20.4446,14.4673,20.7982,14.3688,21.1599,14.2693,21.5295,14.1715,21.9275,14.058,22.3252,13.9382,22.7725,13.7974,23.2631,13.6588,23.8364,13.5142,24.4617,13.3575,25.1719,13.1724,25.9115,12.9558,26.7247,
15.5765,16.742,15.4798,17.0107,15.387,17.3134,15.2911,17.6247,15.1937,17.9425,15.0996,18.2864,14.9866,18.6279,14.8686,19.0136,14.731,19.4398,14.5924,19.9316,14.4516,20.474,14.3009,21.0933,14.1189,21.7379,13.9046,22.4491,
16.4344,13.9775,16.3422,14.2103,16.2546,14.4724,16.1654,14.7436,16.0706,15.0171,15.9767,15.3104,15.8694,15.6084,15.7553,15.9425,15.6206,16.3115,15.4839,16.7353,15.3483,17.2061,15.2043,17.7453,15.0263,18.3065,14.8159,18.928,
17.1925,11.776,17.1049,11.9784,17.0195,12.2039,16.9326,12.4373,16.8421,12.6747,16.752,12.9287,16.6467,13.186,16.5349,13.4747,16.4026,13.7941,16.2695,14.1616,16.1355,14.5677,15.997,15.0363,15.8253,15.5271,15.6185,16.0695,
17.9275,9.97029,17.8435,10.1458,17.7603,10.3402,17.6735,10.5403,17.5847,10.745,17.4992,10.9656,17.3978,11.1894,17.29,11.4404,17.1649,11.7206,17.0353,12.0397,16.9,12.3886,16.767,12.7963,16.5998,13.2243,16.403,13.703,
18.5714,8.49489,18.4914,8.64771,18.4095,8.81541,18.3273,8.9899,18.2434,9.16852,18.1606,9.35982,18.0581,9.55231,17.9567,9.77229,17.8359,10.0168,17.7107,10.295,17.5737,10.5956,17.4399,10.9471,17.2721,11.3172,17.0754,11.7324,
19.2822,7.26657,19.2053,7.39965,19.1308,7.54732,19.0546,7.70045,18.9753,7.85674,18.8936,8.02256,18.7929,8.19009,18.6955,8.38237,18.5825,8.59801,18.4571,8.83921,18.3205,9.10035,18.1921,9.408,18.0242,9.7299,17.8245,10.09,
19.9461,6.25295,19.8744,6.36997,19.8052,6.4997,19.7319,6.63342,19.6557,6.77009,19.5724,6.91346,19.4758,7.06066,19.3799,7.22826,19.2683,7.41634,19.1509,7.62947,19.0126,7.85625,18.8873,8.12526,18.7173,8.40522,18.5123,8.71742,
20.6195,5.43154,20.5497,5.53436,20.4821,5.64817,20.4134,5.76639,20.3376,5.88605,20.2583,6.01272,20.1645,6.14265,20.0731,6.29094,19.9585,6.45495,19.8393,6.64125,19.6986,6.83955,19.5726,7.07514,19.3984,7.31965,19.1875,7.59212,
21.2172,4.71877,21.1529,4.80982,21.0878,4.90975,21.0204,5.0133,20.9435,5.11765,20.8689,5.22956,20.7813,5.34486,20.6914,5.47503,20.5871,5.62156,20.4707,5.78565,20.3269,5.95882,20.2029,6.16588,20.0236,6.37912,19.811,6.61831,

